Impact ID,Gauge,RLOI_ID,Value,Units,ThresholdComment,Short Name,Description,Type,ObsFloodYear,ObsFloodMonth,Source,Longitude,Latitude
397,River Aire at Leeds Crown Point,8061,1.8,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
398,River Aire at Leeds Crown Point,8061,1.86,mALD,Peak Level - 24 September 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL,,
399,River Aire at Leeds Crown Point,8061,2.04,mALD,Peak Level - 12 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
400,River Aire at Leeds Crown Point,8061,2.07,mALD,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
401,River Aire at Leeds Crown Point,8061,2.22,mALD,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
402,River Aire at Leeds Crown Point,8061,2.45,mALD,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
403,River Aire at Leeds Crown Point,8061,2.96,mALD,Peak Level - 27 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
404,River Aire at Leeds Crown Point,8061,2,mALD,At a level of 2.00 mStage Neptune Street will start to flood.,Property flooding Neptune Street,"Property flooding on Neptune Street, Leeds",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.531564,53.79294
405,River Aire at Leeds Crown Point,8061,2.5,mALD,"At approximately a level of 2.50 mStage East Street starts to
flood as water flows from Neptune Street.",Property flooding East Street,"Property flooding on East Street, Leeds",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.532031,53.793593
406,River Aire at Castleford,8042,3.1,mALD,Barnsdale Road can flood,Property flooding Barnsdale Road,"Property flooding on Barnsdale Road, Castleford",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.353701,53.73198
407,River Aire at Castleford,8042,3.14,mALD,Peak Level - June 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
408,River Aire at Castleford,8042,3.17,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
409,River Aire at Castleford,8042,3.21,mALD,Peak Level - Summer 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
410,River Aire at Castleford,8042,3.22,mALD,Peak Level - December 1991,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1991,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
411,River Aire at Castleford,8042,3.26,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
412,River Aire at Castleford,8042,3.29,mALD,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
413,River Aire at Castleford,8042,3.31,mALD,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
414,River Aire at Castleford,8042,3.33,mALD,Peak Level - 23 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
415,River Aire at Castleford,8042,3.34,mALD,Peak Level - 27 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
416,River Aire at Castleford,8042,3.36,mALD,Peak Level - 26 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
417,River Aire at Castleford,8042,3.48,mALD,Peak Level - September 1946,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1946,September,EMERGENCY RESPONSE PROCEDURES MANUAL,,
418,River Aire at Ferrybridge Lock,8077,2.17,mALD,Peak Level - December 1991,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1991,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
419,River Aire at Ferrybridge Lock,8077,2.19,mALD,Peak Level - 13 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
420,River Aire at Ferrybridge Lock,8077,2.24,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
421,River Aire at Ferrybridge Lock,8077,2.25,mALD,Peak Level - June 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
422,River Aire at Ferrybridge Lock,8077,2.26,mALD,Peak Level - 23 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
423,River Aire at Ferrybridge Lock,8077,2.33,mALD,Peak Level - 27 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
424,River Aire at Ferrybridge Lock,8077,2.34,mALD,Peak Level - 26 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
425,River Aire at Ferrybridge Lock,8077,2.34,mALD,Peak Level - Summer 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
426,River Aire at Ferrybridge Lock,8077,2.35,mALD,Peak Level - 22 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
427,River Aire at Ferrybridge Lock,8077,2.39,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
428,River Aire at Knottingley Lock,8122,4.6,mALD,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
429,River Aire at Knottingley Lock,8122,4.66,mALD,Peak Level - 23 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
430,River Aire at Knottingley Lock,8122,4.69,mALD,Peak Level - 28 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
431,River Aire at Knottingley Lock,8122,4.71,mALD,Peak Level - 26 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
432,River Aire at Knottingley Lock,8122,5.42,mALD,"Properties in this area begin to flood when the gauge records a
level above 5.42m",Property flooding Knottingley,Property flooding at Knottingley,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.243197,53.708449
433,River Aire at Beal Weir Bridge,8017,4.07,mALD,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
434,River Aire at Beal Weir Bridge,8017,4.08,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
435,River Aire at Beal Weir Bridge,8017,4.08,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
436,River Aire at Beal Weir Bridge,8017,4.1,mALD,Peak Level - 13 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
437,River Aire at Beal Weir Bridge,8017,4.11,mALD,Peak Level - 26 September 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL,,
438,River Aire at Beal Weir Bridge,8017,4.11,mALD,Peak Level - 26 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
439,River Aire at Beal Weir Bridge,8017,4.11,mALD,Peak Level - 23 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
440,River Aire at Beal Weir Bridge,8017,4.11,mALD,Peak Level - 22 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
441,River Aire at Beal Weir Bridge,8017,4.12,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
442,River Aire at Beal Weir Bridge,8017,4.13,mALD,Peak Level - 27 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
443,River Aire at Carlton Bridge,8041,4.51,mALD,Peak Level - 07 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
444,River Aire at Carlton Bridge,8041,4.57,mALD,Peak Level - 16 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
445,River Aire at Carlton Bridge,8041,4.63,mALD,Peak level - 27 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
446,River Aire at Carlton Bridge,8041,4.76,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
447,River Aire at Airmyn,8003,5,mALD,Peak Level - 17 October 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,October,EMERGENCY RESPONSE PROCEDURES MANUAL,,
448,River Aire at Airmyn,8003,5.03,mALD,Peak Level - 13 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
449,River Aire at Airmyn,8003,6.1,mALD,Peak Level - 05 December 2013,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2013,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
450,Aire Washlands at Allerton Ings,8320,1.7,mALD,Peak Level - December 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
451,Aire Washlands at Allerton Ings,8320,1.78,mALD,Peak Level - August 2004,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2004,August,EMERGENCY RESPONSE PROCEDURES MANUAL,,
452,Aire Washlands at Allerton Ings,8320,2.24,mALD,Peak Level - 23 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
453,Aire Washlands at Allerton Ings,8320,2.24,mALD,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
454,Aire Washlands at Allerton Ings,8320,2.62,mALD,Peak Level - 22 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
455,Aire Washlands at Allerton Ings,8320,2.84,mALD,Peak Level - 26 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
456,Aire Washlands at Allerton Ings,8320,1.07,mALD,Barnsdale Road begins to flood.,Property flooding Barnsdale Road,"Property flooding on Barnsdale Road, Castleford",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.353701,53.73198
457,Aire Washlands at West Holme Washlands,9042,3.99,mALD,Peak Level - February 2002 (Beal to Birkin Road flooded),Flooding on Intake Lane,"Flooding on Intake Lane, Knottingley",Road Impact,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.194189,53.724456
458,Aire Washlands at West Holme Washlands,9042,4.73,mALD,Peak Level - 27 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
459,Aire Washlands at West Holme Washlands,9042,5.35,mALD,Peak Level - 27 September 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL,,
460,Aire Washlands at West Holme Washlands,9042,6.42,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
461,Aire Washlands at West Holme Washlands,9042,6.74,mALD,Peak Level - 23 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
462,Roall Dyke at Roall Ings,8352,3.55,mALD,Peak Level - 18 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
463,Roall Dyke at Roall Ings,8352,3.61,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
464,Roall Dyke at Roall Ings,8352,4.23,mALD,Peak Level - 27 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
465,Roall Dyke at Roall Ings,8352,4.73,mALD,Peak Level - 24 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
466,Roall Dyke at Roall Ings,8352,5.15,mALD,Peak Level - 27 September 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL,,
467,Gowdall Ings at Gowdall Ings,8344,2.57,mALD,Peak Level - 27 November 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
468,Gowdall Ings at Gowdall Ings,8344,3.78,mALD,Peak Level - 23 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
469,Gowdall Ings at Gowdall Ings,8344,5.96,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
470,Earby Beck at Earby Youth Hostel,8250,0.72,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
471,Earby Beck at Earby Youth Hostel,8250,0.81,mALD,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
472,Earby Beck at Earby Youth Hostel,8250,1.07,mALD,Peak Level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL,,
473,Earby Beck at Earby Youth Hostel,8250,1.1,mALD,Peak Level - 3 July 2007 (Approx. 15 properties affected around Water Street),Property flooding Water Street,"Property flooding on Water Street, Earby",Property Impact,2007,July,EMERGENCY RESPONSE PROCEDURES MANUAL,-2.13817,53.916525
474,Earby Beck at Earby Youth Hostel,8250,1.31,mALD,"Peak Level - 13 September 2016
Approximately 20 properties flooded (residential and business).",Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2016,September,EMERGENCY RESPONSE PROCEDURES MANUAL,,
475,Earby Beck at Earby New Cut,8070,1.1,mALD,Peak Level - Summer 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
476,Earby Beck at Earby New Cut,8070,1.32,mALD,Peak Level - 04 January 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
