Impact ID,Gauge,RLOI_ID,Value,Units,"Gaugelocation (Longtitude, Latitude)","Location (Longtitude, Latitude)",ThresholdComment,Short Name,Description,Type,ObsFloodYear,ObsFloodMonth,Source
819,River Colne at ICI Colne,8105,1.67,mALD,"-1.748745,53.662709",,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
820,River Colne at ICI Colne,8105,2.91,mALD,"-1.748745,53.662709",,Peak Level - Summer 2002 (24 properties & Syngenta flooded),Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,,EMERGENCY RESPONSE PROCEDURES MANUAL
821,River Colne at ICI Colne,8105,2.96,mALD,"-1.748745,53.662709",,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
822,River Colne at ICI Colne,8105,3.22,mALD,"-1.748745,53.662709",,Peak Level - 06 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL
823,River Colne at ICI Colne,8105,3.29,mALD,"-1.748745,53.662709",,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
225,River Wharfe at Ilkley,8106,3.15,mALD,,"-1.873316,53.942858",7 Jan 2005 - 14 properties flooded,Property flooding Addingham,Property flooding at Addingham,Property Impact,2005,January,EMERGENCY RESPONSE PROCEDURES MANUAL
226,River Wharfe at Ilkley,8106,3.17,mALD,,"-1.873316,53.942858","23 Feb 1991 - 2 properties flooded The source of flooding was main river and the
cause of flooding was a lack of defences.",Property flooding Addingham,Property flooding at Addingham,Property Impact,1991,February,EMERGENCY RESPONSE PROCEDURES MANUAL
227,River Wharfe at Ilkley,8106,3.23,mALD,"-1.83091,53.929346",,"31 Oct 2000 -
6 properties flooded in the Denton Road area. The source of flooding was main river
and the causes were because there were no defences.",Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,October,EMERGENCY RESPONSE PROCEDURES MANUAL
228,River Wharfe at Ilkley,8106,3.32,mALD,,"-1.873316,53.942858","11 Feb 2002 - 2 properties flooded. No flood protection.
Extensive flooding of the golf course upstream of the Old Bridge, Denton Road area,
Middleton Road and the sportsfields downstream of Middleton Road Bridge. 12
properties flooded.",Property flooding Addingham,Property flooding at Addingham,Property Impact,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL
519,River Worth at Keighley,8109,1.57,mALD,,"-1.902789,53.866242",Peak on 09/06/2014. 3 properties flooded.,Property flooding Keighley,Property flooding at Keighley,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
520,River Worth at Keighley,8109,1.61,mALD,"-1.904159,53.864265",,Peak Level - 23 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL
521,River Worth at Keighley,8109,1.79,mALD,"-1.904159,53.864265",,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
522,River Worth at Keighley,8109,1.96,mALD,"-1.904159,53.864265",,Peak Level - November 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,November,EMERGENCY RESPONSE PROCEDURES MANUAL
523,River Worth at Keighley,8109,2.15,mALD,,"-1.941529,53.861290",Peak Level - August 2004 (flooding to Morrisons and garage on North Beck),Property flooding North Beck,"Property flooding at North Beck, Keighley",Property Impact,2004,August,EMERGENCY RESPONSE PROCEDURES MANUAL
524,River Worth at Keighley,8109,2.17,mALD,"-1.904159,53.864265",,Peak level - 26th December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
525,River Worth at Keighley,8109,1.86,mALD,,"-1.913752,53.864524","Aireworth Properties begin to flood in this area when the gauge records a
level above 1.86m.",Property flooding Aireworth,"Property flooding at Aireworth, Keighley",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
526,River Worth at Keighley,8109,2.15,mALD,,"-1.929252,53.863348","Holme Mill Way Properties begin to flood in this area when the gauge records a
level above 2.15m.",Property flooding Holme Mill Lane,"Property flooding on  Holme Mill Lane, Keighley",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
527,River Worth at Keighley,8109,2.17,mALD,,"-1.921150,53.847244","Damems road Properties begin to flood in this area when the gauge records a
level above 2.17m.",Property flooding Damems Road,"Property flooding on Damems Road, Keighley",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1217,River Worth at Keighley,8109,1.27,mALD,"-1.904159,53.864265",,,Local farmers move livestock,Farmers to move livestock during daylight hours,Community Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
309,River Aire at Kildwick,8112,1.96,mALD,"-1.984735,53.907443",,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
310,River Aire at Kildwick,8112,2,mALD,"-1.984735,53.907443",,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
311,River Aire at Kildwick,8112,2.69,mALD,"-1.984735,53.907443",,Peak Level - 13 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
312,River Aire at Kildwick,8112,3.25,mALD,"-1.984735,53.907443",,Peak Level - June 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,June,EMERGENCY RESPONSE PROCEDURES MANUAL
313,River Aire at Kildwick,8112,3.37,mALD,"-1.984735,53.907443",,Peak Level - 1946,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1946,,EMERGENCY RESPONSE PROCEDURES MANUAL
314,River Aire at Kildwick,8112,3.47,mALD,"-1.984735,53.907443",,Peak Level - October 1980,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1980,October,EMERGENCY RESPONSE PROCEDURES MANUAL
315,River Aire at Kildwick,8112,3.5,mALD,"-1.984735,53.907443",,Peak Level - 26 September 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL
316,River Aire at Kildwick,8112,3.51,mALD,"-1.984735,53.907443",,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL
317,River Aire at Kildwick,8112,4.22,mALD,"-1.984735,53.907443",,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,Autumn,EMERGENCY RESPONSE PROCEDURES MANUAL
318,River Aire at Kildwick,8112,3.5,mALD,,"-1.986723,53.908612","Skipton Road Properties begin to flood in this area when the gauge records a
level above 3.50",Property flooding Skipton Road,"Property flooding on Skipton Road, Keighley",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
319,River Aire at Kildwick,8112,3.4,mALD,,"-1.987753,53.900216","Cross Hill Properties begin to flood in this area when the gauge records a
level above 3.40",Property flooding Cross Hills,"Property flooding at Corss Hills, Keighley",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
320,River Aire at Kildwick,8112,4.1,mALD,,"-1.949266,53.898607","Steeton Properties begin to flood in this area when the gauge records a
level above 4.1m.",Property flooding Steeton,"Property flooding at Steeton, Keighley",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
321,River Aire at Kildwick,8112,4.1,mALD,,"-1.960044,53.901341","Approximately 31 properties at the bottom of Thornhill Road and
Ings Road will flood from water backing up in tributaries and
culverts that run under the railway line as Steeton Ings fill from
the River Aire overtopping.
Flooding from Eastburn Beck can also affect this area for
example the main road, and the properties at the bottom of
Thornhill Road and Ings Road.",Property flooding Thornhill Road,"Property flooding on Thornhill Road, Steeton",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
322,River Aire at Kildwick,8112,4.1,mALD,,"-1.959518,53.901404","Approximately 31 properties at the bottom of Thornhill Road and
Ings Road will flood from water backing up in tributaries and
culverts that run under the railway line as Steeton Ings fill from
the River Aire overtopping.
Flooding from Eastburn Beck can also affect this area for
example the main road, and the properties at the bottom of
Thornhill Road and Ings Road.",Property flooding Ings Road,"Property flooding on Ings Road, Steeton",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1198,River Aire at Kildwick,8112,1.8,mALD,"-1.984735,53.907443",,,Snaygill Ings begins to fill,Snaygill Ings begins to fill,Community Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1199,River Aire at Kildwick,8112,1.8,mALD,"-1.984735,53.907443",,,Skipton Washland begins to fill,Skipton Washland begins to fill,Community Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1200,River Aire at Kildwick,8112,1.8,mALD,"-1.984735,53.907443",,,Cononley Washland begins to fill,Cononley Washland begins to fill,Community Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
83,River Ure at Kilgram,8113,3.5,mALD,,"-1.474509,54.097383",The Ure backs up to Bishop Monkton and floods the road to a level of approx 0.30m.,Flooding to roads at Bishops Monkton,Flooding to roads in Bishops Monkton area,Road Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
84,River Ure at Kilgram,8113,4,mALD,,"-1.655695,54.223766","Causes flooding at the Old Mill, Masham",Property flooding Masham,"Property flooding at Masham, Ripon",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
85,River Ure at Kilgram,8113,5.4,mALD,"-1.708806,54.269289",,Max recorded level February 1991,Highest recorded level <<ObsFloodMonth>> <<ObsFloodYear>>,Highest recorded level <<ObsFloodMonth>> <<ObsFloodYear>> at gauge <<ObsFloodMonth>> <<ObsFloodYear>>,High Level,1991,February,EMERGENCY RESPONSE PROCEDURES MANUAL
1083,River Rother at Killamarsh,8114,1.51,mALD,"-1.328824,53.326718",,Peak Level - August 2004,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2004,August,EMERGENCY RESPONSE PROCEDURES MANUAL
1084,River Rother at Killamarsh,8114,2.48,mALD,"-1.328824,53.326718",,Peak Level - 16 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
1085,River Rother at Killamarsh,8114,2.67,mALD,"-1.328824,53.326718",,Peak Level - 25 November 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
1086,River Rother at Killamarsh,8114,3.41,mALD,"-1.328824,53.326718",,Peak Level - November 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,November,EMERGENCY RESPONSE PROCEDURES MANUAL
1087,River Rother at Killamarsh,8114,4.36,mALD,"-1.328824,53.326718",,Peak Level - 26 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
1088,River Rother at Killamarsh,8114,4.28,mALD,,"-1.436256,53.267698","Sheffield Road Railway Bridge Properties begin to flood in this area when the gauge records a
level of 4.28m",Flooding on Sheffield Road,"Flooding on Sheffield Road, Chesterfield",Road Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1089,River Rother at Killamarsh,8114,4.33,mALD,,"-1.330752,53.321867","Killamarsh Properties begin to flood in this area when the gauge records a
level of 4.33m.",Property flooding Kilamarsh,"Property flooding at Kilamarsh, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1090,River Rother at Killamarsh,8114,4.12,mALD,,"-1.337951,53.348587","Beighton Properties begin to flood in this area when the gauge records a
level of 4.12",Property flooding Beighton,"Property flooding at Beighton, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
894,River Don at Kilnhurst Bridge,8115,3.85,mALD,"-1.296778,53.472151",,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
895,River Don at Kilnhurst Bridge,8115,4.51,mALD,"-1.296778,53.472151",,Peak Level - 06 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL
896,River Don at Kilnhurst Bridge,8115,4.68,mALD,"-1.296778,53.472151",,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
897,River Don at Kilnhurst Bridge,8115,5.31,mALD,"-1.296778,53.472151",,Peak Level - 26 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
45,River Wiske at Kirby Wiske,8116,3.34,mALD,"-1.424704,54.253557",,31-Oct-00,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL
46,River Wiske at Kirby Wiske,8116,3.85,mALD,,"-1.422791,54.257380",June 2000 - Properties flooded,Property flooding Kirby Wiske,Flooding to property at Kirby Wiske,Property Impact,2000,June,EMERGENCY RESPONSE PROCEDURES MANUAL
47,River Wiske at Kirby Wiske,8116,3.89,mALD,,"-1.422791,54.257380",7 Nov 2000 - 5 Properties flooded,Property flooding Kirby Wiske,Flooding to property at Kirby Wiske,,2000,November,EMERGENCY RESPONSE PROCEDURES MANUAL
48,River Wiske at Kirby Wiske,8116,4,mALD,,"-1.424739,54.258070",Properties flooded on Green Lane. Kirby Wiske was cut off for 2 days during this event,Property flooding Green Lane,"Flooding to property at Green Lane, Kirby Wiske",,,,EMERGENCY RESPONSE PROCEDURES MANUAL
49,River Wiske at Kirby Wiske,8116,4.01,mALD,"-1.424704,54.253557",,07/08/2009,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL
50,River Wiske at Kirby Wiske,8116,4.03,mALD,,"-1.422791,54.257380",A total of 5 properties flooded.,Property flooding Kirby Wiske,Flooding to property at Kirby Wiske,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
51,River Wiske at Kirby Wiske,8116,4.03,mALD,"-1.424704,54.253557",,08/11/2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL
52,River Wiske at Kirby Wiske,8116,4.06,mALD,"-1.424704,54.253557",,03/11/2009,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL
53,River Wiske at Kirby Wiske,8116,4.06,mALD,,"-1.422791,54.257380",3 Nov 2000 - 5 properties flooded,Property flooding Kirby Wiske,Flooding to property at Kirby Wiske,Property Impact,2000,November,EMERGENCY RESPONSE PROCEDURES MANUAL
54,River Wiske at Kirby Wiske,8116,4.11,mALD,"-1.424704,54.253557",,27/11/2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL
55,River Wiske at Kirby Wiske,8116,4.17,mALD,"-1.424704,54.253557",,26/09/2014,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL
56,River Wiske at Kirby Wiske,8116,3,mALD,,"-1.420432,54.257473",Access roads to Kirby Wiske begin to flood at this level.,Flooding to roads Kirby Wiske,Flooding to roads in Kirby Wiske area,Road Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
57,River Wiske at Kirby Wiske,8116,3.5,mALD,,"-1.420432,54.257473",Access roads in Kirby Wiske,Flooding to roads Kirby Wiske,Flooding to roads in Kirby Wiske area,Road Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
58,River Wiske at Kirby Wiske,8116,3.5,mALD,,"-1.422791,54.257380",Properties in Kirby Wiske,Property flooding Kirby Wiske,Flooding to property at Kirby Wiske,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
372,River Aire at Kirkstall Abbey,8120,2.43,mALD,"-1.605025,53.819613",,Peak Level - 24 September 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL
373,River Aire at Kirkstall Abbey,8120,2.48,mALD,"-1.605025,53.819613",,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
374,River Aire at Kirkstall Abbey,8120,2.58,mALD,"-1.605025,53.819613",,Peak Level - 12 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
375,River Aire at Kirkstall Abbey,8120,2.67,mALD,"-1.605025,53.819613",,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
376,River Aire at Kirkstall Abbey,8120,2.68,mALD,"-1.605025,53.819613",,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
377,River Aire at Kirkstall Abbey,8120,3.28,mALD,"-1.605025,53.819613",,Peak Level - 26 Decmeber 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
378,River Aire at Kirkstall Abbey,8120,2.8,mALD,,"-1.588081,53.806545","Redcote Lane Properties begin to flood in this area when the gauge records a
level above 2.80.",Property flooding Redcote Lane,"Property flooding on Redcote Lane, Leeds",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
